,Text,Probability
22659,Severe joint pain is often a symptom of arthritis,0.83
22660,Severe joint pain is often a symptom of arthritis,0.83
22661,Severe joint pain is often a symptom of arthritis,0.83
22662,Severe joint pain is often a symptom of arthritis,0.83
22663,Severe joint pain is often a symptom of arthritis,0.83
22664,Severe joint pain is often a symptom of arthritis,0.83
22665,Severe joint pain is often a symptom of arthritis,0.83
22666,Severe joint pain is often a symptom of arthritis,0.83
22667,Severe joint pain is often a symptom of myalgia,0.02
22668,Severe joint pain is often a symptom of lupus,0.02
22669,Severe joint pain is often a symptom of disease,0.02
22670,The player tried to move but he still got hit,0.39
22671,The player tried to move but he still got hit,0.39
22672,The player tried to move but he still got hit,0.39
22673,The player tried to move but he still got hit,0.39
22674,The player tried to move but he still got hit,0.39
22675,The player tried to move but he still got hit,0.39
22676,The player tried to move but he still got hit,0.39
22677,The player tried to move but he still got hit,0.39
22678,The player tried to move but he still got hit,0.39
22679,The player tried to move but he still got hit,0.39
22680,The player tried to move but he still got hit,0.39
22681,The player tried to move but he still got hit,0.39
22682,The player tried to move but he still got hit,0.39
22683,The player tried to move but he still got hit,0.39
22684,The player tried to move but he still got hit,0.39
22685,The player tried to move but he still got hit,0.39
22686,The player tried to move but he still got hit,0.39
22687,The player tried to move but he still got hit,0.39
22688,The player tried to move but he still got hit,0.39
22689,The player tried to move but he still got hit,0.39
22690,The player tried to move but he still got hit,0.39
22691,The player tried to move but he still got hit,0.39
22692,The player tried to move but he still got hit,0.39
22693,The player tried to move but he still got hit,0.39
22694,The player tried to move but he still got hit,0.39
22695,The player tried to move but he still got hit,0.39
22696,The player tried to move but he still got tackled,0.12
22697,The player tried to move but he still got tackled,0.12
22698,The player tried to move but he still got tackled,0.12
22699,The player tried to move but he still got tackled,0.12
22700,The player tried to move but he still got tackled,0.12
22701,The player tried to move but he still got tackled,0.12
22702,The player tried to move but he still got tackled,0.12
22703,The player tried to move but he still got tackled,0.12
22704,The player tried to move but he still got stuck,0.1
22705,The player tried to move but he still got stuck,0.1
22706,The player tried to move but he still got stuck,0.1
22707,The player tried to move but he still got stuck,0.1
22708,The player tried to move but he still got stuck,0.1
22709,The player tried to move but he still got stuck,0.1
22710,The player tried to move but he still got caught,0.08
22711,The player tried to move but he still got caught,0.08
22712,The player tried to move but he still got caught,0.08
22713,The player tried to move but he still got caught,0.08
22714,The player tried to move but he still got caught,0.08
22715,The player tried to move but he still got blocked,0.04
22716,The player tried to move but he still got blocked,0.04
22717,The player tried to move but he still got out,0.03
22718,The player tried to move but he still got out,0.03
22719,The player tried to move but he still got kicked,0.03
22720,The player tried to move but he still got kicked,0.03
22721,The player tried to move but he still got stopped,0.02
22722,The player tried to move but he still got hurt,0.02
22723,The player tried to move but he still got pain,0.02
22724,The player tried to move but he still got pinned,0.02
22725,The player tried to move but he still got checked,0.02
22726,It was shocking when the family pet birthed a litter,0.25
22727,It was shocking when the family pet birthed a litter,0.25
22728,It was shocking when the family pet birthed a litter,0.25
22729,It was shocking when the family pet birthed a litter,0.25
22730,It was shocking when the family pet birthed a litter,0.25
22731,It was shocking when the family pet birthed a litter,0.25
22732,It was shocking when the family pet birthed a litter,0.25
22733,It was shocking when the family pet birthed a litter,0.25
22734,It was shocking when the family pet birthed a litter,0.25
22735,It was shocking when the family pet birthed a litter,0.25
22736,It was shocking when the family pet birthed a litter,0.25
22737,It was shocking when the family pet birthed a litter,0.25
22738,It was shocking when the family pet birthed a litter,0.25
22739,It was shocking when the family pet birthed a litter,0.25
22740,It was shocking when the family pet birthed a litter,0.25
22741,It was shocking when the family pet birthed a litter,0.25
22742,It was shocking when the family pet birthed a litter,0.25
22743,It was shocking when the family pet birthed a puppy,0.19
22744,It was shocking when the family pet birthed a puppy,0.19
22745,It was shocking when the family pet birthed a puppy,0.19
22746,It was shocking when the family pet birthed a puppy,0.19
22747,It was shocking when the family pet birthed a puppy,0.19
22748,It was shocking when the family pet birthed a puppy,0.19
22749,It was shocking when the family pet birthed a puppy,0.19
22750,It was shocking when the family pet birthed a puppy,0.19
22751,It was shocking when the family pet birthed a puppy,0.19
22752,It was shocking when the family pet birthed a puppy,0.19
22753,It was shocking when the family pet birthed a puppy,0.19
22754,It was shocking when the family pet birthed a puppy,0.19
22755,It was shocking when the family pet birthed a baby,0.16
22756,It was shocking when the family pet birthed a baby,0.16
22757,It was shocking when the family pet birthed a baby,0.16
22758,It was shocking when the family pet birthed a baby,0.16
22759,It was shocking when the family pet birthed a baby,0.16
22760,It was shocking when the family pet birthed a baby,0.16
22761,It was shocking when the family pet birthed a baby,0.16
22762,It was shocking when the family pet birthed a baby,0.16
22763,It was shocking when the family pet birthed a baby,0.16
22764,It was shocking when the family pet birthed a baby,0.16
22765,It was shocking when the family pet birthed a kitten,0.12
22766,It was shocking when the family pet birthed a kitten,0.12
22767,It was shocking when the family pet birthed a kitten,0.12
22768,It was shocking when the family pet birthed a kitten,0.12
22769,It was shocking when the family pet birthed a kitten,0.12
22770,It was shocking when the family pet birthed a kitten,0.12
22771,It was shocking when the family pet birthed a kitten,0.12
22772,It was shocking when the family pet birthed a kitten,0.12
22773,It was shocking when the family pet birthed a stillborn,0.03
22774,It was shocking when the family pet birthed a stillborn,0.03
22775,It was shocking when the family pet birthed a child,0.02
22776,It was shocking when the family pet birthed a cat,0.02
22777,It was shocking when the family pet birthed a pup,0.02
22778,All the gym trainers were in great shape and fit,0.36
22779,All the gym trainers were in great shape and fit,0.36
22780,All the gym trainers were in great shape and fit,0.36
22781,All the gym trainers were in great shape and fit,0.36
22782,All the gym trainers were in great shape and fit,0.36
22783,All the gym trainers were in great shape and fit,0.36
22784,All the gym trainers were in great shape and fit,0.36
22785,All the gym trainers were in great shape and fit,0.36
22786,All the gym trainers were in great shape and fit,0.36
22787,All the gym trainers were in great shape and fit,0.36
22788,All the gym trainers were in great shape and fit,0.36
22789,All the gym trainers were in great shape and fit,0.36
22790,All the gym trainers were in great shape and fit,0.36
22791,All the gym trainers were in great shape and fit,0.36
22792,All the gym trainers were in great shape and fit,0.36
22793,All the gym trainers were in great shape and fit,0.36
22794,All the gym trainers were in great shape and fit,0.36
22795,All the gym trainers were in great shape and fit,0.36
22796,All the gym trainers were in great shape and fit,0.36
22797,All the gym trainers were in great shape and fit,0.36
22798,All the gym trainers were in great shape and fit,0.36
22799,All the gym trainers were in great shape and fit,0.36
22800,All the gym trainers were in great shape and fit,0.36
22801,All the gym trainers were in great shape and fit,0.36
22802,All the gym trainers were in great shape and healthy,0.2
22803,All the gym trainers were in great shape and healthy,0.2
22804,All the gym trainers were in great shape and healthy,0.2
22805,All the gym trainers were in great shape and healthy,0.2
22806,All the gym trainers were in great shape and healthy,0.2
22807,All the gym trainers were in great shape and healthy,0.2
22808,All the gym trainers were in great shape and healthy,0.2
22809,All the gym trainers were in great shape and healthy,0.2
22810,All the gym trainers were in great shape and healthy,0.2
22811,All the gym trainers were in great shape and healthy,0.2
22812,All the gym trainers were in great shape and healthy,0.2
22813,All the gym trainers were in great shape and healthy,0.2
